DATABASE	FORMULA	CHARGE
cpd15077_c0	C8H10N4O3	0
cpd15078_c0	C7H12N4O3	0
cpd15079_c0	C2H6N2O	0
cpd15080_c0	C3H8N2O	0
cpd15081_c0	C8H10N4O4	0
cpd15082_c0	C7H10N4O3	0
cpd15083_c0	C30H24O15	-2
cpd15084_c0	C30H25O12	-1
cpd15085_c0	C30H25O14	-1
cpd15086_c0	C30H24O14	-2
cpd15087_c0	C36H35O18	-1
cpd15088_c0	C36H35O19	-1
cpd15089_c0	C30H27O20	-3
cpd15090_c0	C45H65N7O17P3S	-3
cpd15091_c0	C45H67N7O18P3S	-3
cpd15092_c0	C45H65N7O18P3S	-3
cpd15093_c0	C45H67N7O17P3S	-3
cpd15094_c0	C45H69N7O18P3S	-3
cpd15095_c0	C45H67N7O18P3S	-3
cpd15096_c0	C6H8O5	-2
cpd15097_c0	C7H5N3O6	0
cpd15098_c0	C7H7N3O5	0
cpd15099_c0	C7H7N3O5	0
cpd15100_c0	C7H7N3O4	0
cpd15101_c0	C7H7N3O4	0
cpd15102_c0	C7H9N3O2	0
cpd15103_c0	C7H9N3O2	0
cpd15104_c0	C7H8N2O2	0
cpd15105_c0	C7H11N3O	0
cpd15106_c0	C7H11N3	0
cpd15107_c0	C7H8O3	0
cpd15108_c0	C7H9N3O4	0
cpd15109_c0	C7H9N3O3	0
cpd15110_c0	C15H12O4	0
cpd15111_c0	C16H14O6	0
cpd15112_c0	C21H22O10	0
cpd15113_c0	C21H22O10	0
cpd15114_c0	C21H22O11	0
cpd15115_c0	C21H20O11	0
cpd15116_c0	C21H20O12	0
cpd15117_c0	C14H10N6O9	0
cpd15118_c0	C14H10N6O9	0
cpd15119_c0	C14H10N6O9	0
cpd15120_c0	C7H9N3O4	0
cpd15121_c0	C15H14O5	0
cpd15122_c0	C20H20O5	0
cpd15123_c0	C21H22O5	0
cpd15124_c0	C17H14O6	0
cpd15125_c0	C16H14O4	0
cpd15126_c0	C9H11N3O3	0
cpd15127_c0	C5H10O7B	3
cpd15128_c0	C22H24O11	0
cpd15129_c0	C27H32O14	0
cpd15130_c0	C15H21N5O13P3	-3
cpd15131_c0	C15H21N5O10P2	-2
cpd15132_c0	C15H21N5O4	0
cpd15133_c0	C15H21N5O14P3	-3
cpd15134_c0	C15H21N5O11P2	-2
cpd15135_c0	C15H21N5O8P	-1
cpd15136_c0	C15H21N5O5	0
cpd15137_c0	C6H10N2O3	0
cpd15139_c0	C6H13NO2	0
cpd15140_c0	C5H8NO2	-1
cpd15141_c0	C5H11NO2	0
cpd15142_c0	C4H8N2O3	0
cpd15143_c0	C6H13NO2	0
cpd15145_c0	C15H21N5O8P	-1
cpd15146_c0		10000000
cpd15147_c0	C16H23N5O6	0
cpd15148_c0	C12H12N2	0
cpd15149_c0	C15H23N5O8P	-1
cpd15150_c0	C14H15NCl2	0
cpd15151_c0	C15H23N5O5	0
cpd15152_c0	C16H25N5O6	0
cpd15153_c0	C15H21N5O5	0
cpd15154_c0	C4H6	0
cpd15155_c0		10000000
cpd15156_c0	C9H11N3O	0
cpd15157_c0	C10H13N3O2	0
cpd15158_c0	Rn	0
cpd15159_c0	Ra	0
cpd15160_c0	Ra	-2
cpd15161_c0	Ra	-2
cpd15162_c0		10000000
cpd15163_c0	O2Si	0
cpd15164_c0	Be	0
cpd15165_c0	C10H15O2	-1
cpd15166_c0	C10H17O2	-1
cpd15167_c0	C20H22N10O14P2	-2
cpd15168_c0	C31H49N7O17P3S	-3
cpd15169_c0	C31H47N7O17P3S	-3
cpd15170_c0	C30H45N7O18P3S	-3
cpd15171_c0		10000000
cpd15172_c0	C28H41N7O17P3S	-3
cpd15173_c0	C28H43N7O18P3S	-3
cpd15174_c0	C28H43N7O17P3S	-3
cpd15175_c0	C28H41N7O18P3S	-3
cpd15176_c0	C6H5O2F	0
cpd15177_c0	C6H5O2F	0
cpd15178_c0	C6H3O4F	-2
cpd15179_c0	C6H3O4F	-2
cpd15180_c0	C6H4O4F	-1
cpd15181_c0	C6H4O4F	-1
cpd15182_c0	C7H6O4F	-1
cpd15183_c0	C7H6O4F	-1
cpd15184_c0	C7H6O4F	-1
cpd15185_c0	C7H6O4F	-1
cpd15186_c0	C7H6O4F	-1
cpd15187_c0	C6H7O2F	0
cpd15188_c0	C6H7O2F	0
cpd15189_c0	C6H5OF	0
cpd15190_c0	C42H50O6R2	0
cpd15192_c0	C5H6O5R2	0
cpd15193_c0	C4H5O7PR	-1
cpd15197_c0	C16H32O2	0
cpd15198_c0	C36H54O2	0
cpd15199_c0	C37H56O3	0
cpd15200_c0	C38H58O4	0
cpd15201_c0	C38H58O3	0
cpd15202_c0	C37H56O2	0
cpd15203_c0	C36H54O	0
cpd15204_c0	C39H67N7O18P3S	-3
cpd15205_c0	C47H83N7O18P3S	-3
cpd15207_c0	C47H81N7O18P3S	-3
cpd15208_c0	C37H53O3	-1
cpd15209_c0	C29H46O	0
cpd15210_c0	C29H48O	0
cpd15212_c0	C29H45O3	-1
cpd15213_c0	C28H44O	0
cpd15217_c0	C9H21N2OS2	1
cpd15218_c0	C20H24N10O20P4	-4
cpd15220_c0	C42H85NO3	0
cpd15221_c0	C44H89NO3	0
cpd15222_c0	C42H85NO4	0
cpd15223_c0	C44H89NO4	0
cpd15224_c0	C42H85NO4	0
cpd15225_c0	C44H89NO4	0
cpd15226_c0	C42H85NO5	0
cpd15227_c0	C44H89NO5	0
cpd15229_c0	C5H6O11P2R2	-2
cpd15236_c0	C8H13N2O5	-1
cpd15237_c0	C16H29O2	-1
cpd15238_c0	C37H61N7O17P3S	-3
cpd15239_c0	C27H49N2O8PRS	-1
cpd15240_c0	C26H51O2	-1
cpd15241_c0	C47H83N7O17P3S	-3
cpd15242_c0	C47H81N7O17P3S	-3
cpd15243_c0	C48H95NO11P	-1
cpd15244_c0	C50H99NO11P	-1
cpd15245_c0	C48H95NO12P	-1
cpd15246_c0	C50H99NO12P	-1
cpd15247_c0	C48H95NO13P	-1
cpd15248_c0	C50H99NO13P	-1
cpd15249_c0	C16H26N7O4R	2
cpd15250_c0	C43H74N2O27P2	-2
cpd15251_c0	C49H84N2O32P2	-2
cpd15252_c0	C55H94N2O37P2	-2
cpd15253_c0	C60H115NO24P2	-2
cpd15254_c0	C62H119NO24P2	-2
cpd15255_c0	C60H115NO25P2	-2
cpd15256_c0	C62H119NO25P2	-2
cpd15257_c0	C60H115NO26P2	-2
cpd15258_c0	C62H119NO26P2	-2
cpd15259_c0	C54H105NO16P	-1
cpd15260_c0	C56H109NO16P	-1
cpd15261_c0	C54H105NO17P	-1
cpd15262_c0	C56H109NO17P	-1
cpd15263_c0	C54H105NO18P	-1
cpd15264_c0	C56H109NO18P	-1
cpd15268_c0	C29H55N2O8PRS	-1
cpd15269_c0	C18H33O2	-1
cpd15270_c0	C18H31O2	-1
cpd15271_c0	C29H51N2O8PRS	-1
cpd15272_c0	C39H63N7O17P3S	-3
cpd15274_c0	C39H65N7O17P3S	-3
cpd15275_c0	H2O	0
cpd15276_c0	C5H6O8PR2	-1
cpd15277_c0	C27H51N2O8PRS	-1
cpd15283_c0	C18H40NO6P	0
cpd15284_c0	C11H16O19P3R2	-3
cpd15287_c0	C11H16O16P2R2	-2
cpd15288_c0	C11H16O16P2R2	-2
cpd15290_c0	C39H58O4	0
cpd15291_c0	C39H60O4	0
cpd15294_c0	C25H45N2O8PRS	-1
cpd15295_c0	C35H57N7O17P3S	-3
cpd15297_c0	C45H79N7O17P3S	-3
cpd15298_c0	C14H25O2	-1
cpd15299_c0	C28H43O3	-1
cpd15300_c0	C27H42O	0
cpd15301_c0	C24H42O21	0
cpd15302_c0	C24H42O21	0
cpd15303_c0	C12H22O11	0
cpd15304_c0	C16H28N2O11	0
cpd15305_c0	C12H22O11	0
cpd15306_c0	C27H52O5	0
cpd15307_c0	C31H60O5	0
cpd15308_c0	C31H56O5	0
cpd15309_c0	C35H68O5	0
cpd15310_c0	C35H64O5	0
cpd15311_c0	C39H76O5	0
cpd15312_c0	C39H72O5	0
cpd15313_c0	C17H36NO7P	0
cpd15314_c0	C19H40NO7P	0
cpd15315_c0	C19H38NO7P	0
cpd15316_c0	C21H44NO7P	0
cpd15317_c0	C21H42NO7P	0
cpd15318_c0	C18H36O9P	-1
cpd15319_c0	C20H40O9P	-1
cpd15320_c0	C20H38O9P	-1
cpd15321_c0	C22H44O9P	-1
cpd15322_c0	C22H42O9P	-1
cpd15323_c0	C24H48O9P	-1
cpd15324_c0	C24H46O9P	-1
cpd15325_c0	C15H30O7P	-1
cpd15326_c0	C19H36O7P	-1
cpd15327_c0	C19H38O7P	-1
cpd15328_c0	C21H40O7P	-1
cpd15329_c0	C21H42O7P	-1
cpd15330_c0	C17H32O7P	-1
cpd15331_c0	C17H34O7P	-1
cpd15332_c0	C10H10NO6	-1
cpd15336_c0	C17H36NO7P	0
cpd15337_c0	C19H40NO7P	0
cpd15338_c0	C19H38NO7P	0
cpd15339_c0	C21H44NO7P	0
cpd15340_c0	C21H42NO7P	0
cpd15341_c0	C23H48NO7P	0
cpd15342_c0	C23H46NO7P	0
cpd15343_c0	C18H36O9P	-1
cpd15344_c0	C20H40O9P	-1
cpd15345_c0	C20H38O9P	-1
cpd15346_c0	C22H44O9P	-1
cpd15347_c0	C22H42O9P	-1
cpd15348_c0	C24H48O9P	-1
cpd15349_c0	C24H46O9P	-1
cpd15350_c0	C15H30O7P	-1
cpd15351_c0	C6H9O7	-1
cpd15352_c0	C50H70O2	0
cpd15353_c0	C50H72O2	0
cpd15354_c0	C19H36O7P	-1
cpd15355_c0	C19H38O7P	-1
cpd15357_c0	C21H40O7P	-1
cpd15358_c0	C21H42O7P	-1
cpd15359_c0	C47H72O3	0
cpd15360_c0	C48H74O4	0
cpd15361_c0	C48H74O3	0
cpd15362_c0	C17H32O7P	-1
cpd15363_c0	C17H34O7P	-1
cpd15364_c0	C26H41N7O26P5S	-5
cpd15366_c0	C23H41N2O9PRS	-1
cpd15368_c0	C25H45N2O9PRS	-1
cpd15369_c0	C27H49N2O9PRS	-1
cpd15370_c0	C29H53N2O9PRS	-1
cpd15371_c0	C29H55N2O9PRS	-1
cpd15373_c0	C23H39N2O9PRS	-1
cpd15374_c0	C25H43N2O9PRS	-1
cpd15375_c0	C27H47N2O9PRS	-1
cpd15376_c0	C29H51N2O9PRS	-1
cpd15377_c0	C29H53N2O9PRS	-1
cpd15378_c0	C7H8O2	0
cpd15380_c0	C5H10O4	0
cpd15385_c0	C8H13N2O5	-1
cpd15386_c0	C15H25N4O8	-1
cpd15387_c0	C18H30N5O9	-1
cpd15388_c0	C8H13N2O5	-1
cpd15389_c0	C12H14N2O2	0
cpd15390_c0	C8H15NO9P	-1
cpd15391_c0	C11H18NO11P	-2
cpd15392_c0	C181H317N3O103P4	-6
cpd15394_c0	C6H12O9P	-1
cpd15395_c0	C3H6NOR2S	1
cpd15396_c0	C19H29N2O12	-1
cpd15397_c0	C34H52N6O19	-2
cpd15398_c0	C37H57N7O20	-2
cpd15399_c0	C11H16NO7	-1
cpd15400_c0	C26H39N5O14	-2
cpd15401_c0	C29H44N6O15	-2
cpd15402_c0	C42H80O11P	-1
cpd15403_c0	C48H92O11P	-1
cpd15404_c0	C48H86O11P	-1
cpd15405_c0	C54H104O11P	-1
cpd15406_c0	C54H98O11P	-1
cpd15407_c0	C60H116O11P	-1
cpd15408_c0	C60H110O11P	-1
cpd15410_c0	C71H115NO17P2	-2
cpd15411_c0	C22H33N4O13	-3
cpd15412_c0	C28H47N8O17P3S	-2
cpd15413_c0	C30H52O26	0
cpd15414_c0	C10H15N2O4S	-1
cpd15415_c0	C23H41N2O8PRS	-1
cpd15416_c0	C21H37N2O8PRS	-1
cpd15417_c0	C36H63N3O15P2	-2
cpd15418_c0	C44H75N3O15P2	-2
cpd15419_c0	C44H79N3O15P2	-2
cpd15420_c0	C48H83N3O15P2	-2
cpd15421_c0	C48H87N3O15P2	-2
cpd15422_c0	C40H67N3O15P2	-2
cpd15423_c0	C40H71N3O15P2	-2
cpd15425_c0	C57H108O17P2	-2
cpd15426_c0	C65H124O17P2	-2
cpd15427_c0	C65H116O17P2	-2
cpd15428_c0	C73H140O17P2	-2
cpd15429_c0	C73H132O17P2	-2
cpd15430_c0	C81H156O17P2	-2
cpd15431_c0	C81H148O17P2	-2
cpd15432_c0	C176H307N2O100P4	-7
cpd15433_c0	C39H73NO8P	-1
cpd15434_c0	C43H81NO8P	-1
cpd15435_c0	C40H74O10P	-1
cpd15436_c0	C44H82O10P	-1
cpd15437_c0	C35FeH52N6O13	-1
cpd15438_c0	C35H56N6O13	0
cpd15439_c0	C28H47N8O18P3S	-2
cpd15440_c0	C28H47N8O18P3S	-2
cpd15441_c0	C28H45N8O17P3S	-2
cpd15443_c0	C9H13N5O13P3	-3
cpd15446_c0	X	0
cpd15447_c0	X	0
cpd15448_c0	X	0
cpd15449_c0	X	0
cpd15450_c0	X	0
cpd15451_c0	X	0
cpd15452_c0	X	0
cpd15453_c0	X	0
cpd15454_c0	C18H27N3O15P2	-2
cpd15455_c0	C103H162N6O37P2	-4
cpd15456_c0	C127H198N9O52P2	-5
cpd15457_c0	C272H451N14O160P4	-11
cpd15458_c0	C151H234N12O67P2	-6
cpd15459_c0	C112H204N3O42P3	-4
cpd15460_c0	C10FeH10NO6	2
cpd15461_c0	C9H23N3O6	0
cpd15462_c0	C27H47N9O12	0
cpd15463_c0	C25H49N6O8	1
cpd15464_c0	X	0
cpd15465_c0	H2X	0
cpd15466_c0	C12H25N2O7	1
cpd15467_c0	C12H25N2O10P	0
cpd15468_c0	C6H13NO8P	-1
cpd15469_c0	C157H275N2O84P4	-7
cpd15470_c0	C77H125NO22P2	-2
cpd15472_c0	C16H21N5O15P2	-2
cpd15473_c0	C83H135NO27P2	-2
cpd15475_c0	C163H285N2O89P4	-7
cpd15477_c0	C169H295N2O94P4	-7
cpd15478_c0	C9H20N3O3	1
cpd15479_c0	C151H265N2O79P4	-7
cpd15480_c0	C6H7NO2R2S2	0
cpd15481_c0	C6H9NO2R2S2	0
cpd15482_c0	C192H337N2O101P4	-7
cpd15483_c0	C126H228N2O40P2	-4
cpd15484_c0	C124H222N2O51P2	-4
cpd15485_c0	C117H210N2O45P2	-4
cpd15486_c0	C5H5O3	-1
cpd15487_c0	C11H18N3O7S	-1
cpd15488_c0	C131H234N2O60P3	-5
cpd15489_c0	C145H255N2O74P4	-7
cpd15491_c0	C100H178N2O38P2	-4
cpd15492_c0	C139H245N2O70P4	-7
cpd15493_c0	C114H204N2O39P2	-4
cpd15494_c0	C42H72O36	0
cpd15495_c0	C30H52O26	0
cpd15496_c0	C9H15O12P	-2
cpd15497_c0	C5H11NO3S	0
cpd15498_c0	C5H11NO3S	0
cpd15499_c0	C51H74O2	0
cpd15500_c0	C51H72O2	0
cpd15501_c0	C68H104N12O38	-4
cpd15502_c0	C68H102N12O37	-4
cpd15503_c0	C71H107N13O38	-4
cpd15504_c0	C71H109N13O39	-4
cpd15505_c0	C74H114N14O40	-4
cpd15506_c0	C74H112N14O39	-4
cpd15507_c0	C111H169N21O59	-6
cpd15508_c0	C111H167N21O58	-6
cpd15509_c0	C74H114N14O40	-4
cpd15510_c0	C77H119N15O41	-4
cpd15511_c0	C80H124N16O42	-4
cpd15512_c0	C120H186N24O63	-6
cpd15513_c0	C74H112N14O39	-4
cpd15514_c0	C77H117N15O40	-4
cpd15515_c0	C114H172N22O59	-6
cpd15516_c0	C123H200N2O57P2	-2
cpd15517_c0	C157H255N3O82P2	-2
cpd15518_c0	C312H527N6O200P4	-7
cpd15519_c0	C191H310N4O107P2	-2
cpd15520_c0	C89H145NO32P2	-2
cpd15521_c0	C27H52O8P	-1
cpd15522_c0	C31H60O8P	-1
cpd15523_c0	C31H56O8P	-1
cpd15524_c0	C35H68O8P	-1
cpd15525_c0	C35H64O8P	-1
cpd15526_c0	C39H76O8P	-1
cpd15527_c0	C39H72O8P	-1
cpd15528_c0	C29H58NO8P	0
cpd15529_c0	C33H66NO8P	0
cpd15530_c0	C33H62NO8P	0
cpd15531_c0	C37H74NO8P	0
cpd15532_c0	C37H70NO8P	0
cpd15533_c0	C41H82NO8P	0
cpd15534_c0	C41H78NO8P	0
cpd15535_c0	C30H58O10P	-1
cpd15536_c0	C34H66O10P	-1
cpd15537_c0	C34H62O10P	-1
cpd15538_c0	C38H74O10P	-1
cpd15539_c0	C38H70O10P	-1
cpd15540_c0	C42H82O10P	-1
cpd15541_c0	C42H78O10P	-1
cpd15542_c0	C30H58O13P2	-2
cpd15543_c0	C34H66O13P2	-2
cpd15544_c0	C34H62O13P2	-2
cpd15545_c0	C38H74O13P2	-2
cpd15546_c0	C38H70O13P2	-2
cpd15547_c0	C42H82O13P2	-2
cpd15548_c0	C42H78O13P2	-2
cpd15549_c0	C124H222N2O54P3	-5
cpd15550_c0	C131H234N2O63P4	-6
cpd15551_c0	C7H11N2O3	-1
cpd15552_c0	C30H56NO10P	-2
cpd15553_c0	C34H64NO10P	-2
cpd15554_c0	C34H60NO10P	-2
cpd15555_c0	C38H72NO10P	-2
cpd15556_c0	C38H68NO10P	-2
cpd15557_c0	C42H80NO10P	-2
cpd15558_c0	C42H76NO10P	-2
cpd15559_c0	C12H25N2O7	1
cpd15560_c0	C49H74O4	0
cpd15561_c0	C49H76O4	0
cpd15562_c0	C69H113NO16P2	-2
cpd15563_c0	C18H30NO17P2R3Se	0
cpd15564_c0	C13H20N6O9P	1
cpd15565_c0	C18H28NO18P2R3	-2
cpd15568_c0	C29H51N2O8PRS	-1
cpd15569_c0	C23H39N2O8PRS	-1
cpd15570_c0	C25H43N2O8PRS	-1
cpd15571_c0	C27H47N2O8PRS	-1
cpd15572_c0	C29H53N2O8PRS	-1
cpd15573_c0	C10H12N5O3R	0
cpd15574_c0	O4W	-2
cpd15575_c0	C61H100NO8P	0
cpd15576_c0	C60H100NO7P	0
cpd15577_c0	C14H22N3O15P2	-1
cpd15578_c0	C14H18N2O16P2	-2
cpd15579_c0	C38H56N8O27P2	-4
cpd15581_c0	C71H113N2O18P2	-3
cpd15582_c0	C79H126N3O22P2	-3
cpd15584_c0	C7H14O6	0
cpd15585_c0	C7H14O6	0
cpd15587_c0	C7H13N3O4	0
cpd15588_c0	C9H18N2O3	0
cpd15589_c0	C8H16N2O3S	0
cpd15590_c0	C12H16N2O3	0
cpd15591_c0	C6H12N2O4	0
cpd15592_c0	C14H17N3O3	0
cpd15593_c0	C12H16N2O4	0
cpd15594_c0	C8H16N2O3	0
cpd15596_c0	C7H3NO4	-2
cpd15597_c0	C17H31O2	-1
cpd15598_c0	C38H62N7O17P3S	-4
cpd15599_c0	C16H29O2	-1
cpd15600_c0	C37H60N7O17P3S	-4
cpd15601_c0	C17H31O2	-1
cpd15602_c0	C38H62N7O17P3S	-4
cpd15603_c0	C5H10N2O3S	0
cpd15604_c0	C8H16N2O3	0
cpd15605_c0	C11H14N2O3	0
cpd15606_c0	C11H14N2O4	0
cpd15607_c0	C34H28FeN4O10	-4
cpd15608_c0	C7H13O2	-1
cpd15609_c0	C17H33O2	-1
cpd15610_c0	C17H34O	0
cpd15611_c0	C6H12O	0
cpd15612_c0	C5H10N2O4	0
cpd15613_c0	C6H12N2O4	0
cpd15614_c0	C11H18N4O3S	0
cpd15615_c0	C10H20N2O3S2	0
cpd15616_c0	C14H20N2O3S	0
cpd15617_c0	C14H20N2O4S	0
cpd15618_c0	C9H18O	0
cpd15619_c0	C8H16O	0
cpd15621_c0	C5H10O	0
cpd15622_c0	C15H29O2	-1
cpd15623_c0	C6H12N2O4	0
cpd15624_c0	C8H15N3O5	0
cpd15625_c0	C9H14N4O4	0
cpd15626_c0	C9H18N2O4	0
cpd15627_c0	C9H18N2O4	0
cpd15628_c0	C8H16N2O4S	0
cpd15629_c0	C12H16N2O4	0
cpd15630_c0	C6H12N2O5	0
cpd15631_c0	C14H17N3O4	0
cpd15632_c0	C12H16N2O5	0
cpd15633_c0	C8H16N2O4	0
cpd15634_c0	C630H945N45O630P45	-45
cpd15635_c0	C9H17N3O5	0
cpd15636_c0	C10H20N2O4	0
cpd15637_c0	C9H18N2O4S	0
cpd15638_c0	C13H18N2O4	0
cpd15639_c0	C8H16N2O5	0
cpd15640_c0	C13H25O2	-1
cpd15641_c0	C13H26O	0
cpd15642_c0	C14H28O	0
cpd15643_c0	C11H21O2	-1
cpd15644_c0	C11H22O	0
cpd15645_c0	C5H17NO11P	-1
cpd15646_c0	C9H19NO7PR	0
cpd15647_c0	C6H13NO7PR	0
cpd15648_c0	C7H13O9PR	-1
cpd15649_c0	C9H11O11PR3	-1
cpd15650_c0	C13H16O17P2R4	-2
cpd15651_c0	C24H36N3O15	-1
cpd15652_c0	C171H304N4O88P2	0
cpd15653_c0	C7H12NO8PR2	0
cpd15654_c0	C40H62N8O21	-2
cpd15655_c0	C8H12O10PR2	-1
cpd15657_c0	C8H11NO10PR2	-1
cpd15658_c0	C42H39N4O16	-7
cpd15660_c0	C15H22N3O16P2	-1
cpd15661_c0	C206H386N2O242P47	-47
cpd15662_c0	C476H836N2O467P47	-47
cpd15663_c0	C341H611N47O287P47	-47
cpd15664_c0		10000000
cpd15665_c0	C80H125N16O42R	-4
cpd15666_c0	C40H63N8O21R	-2
cpd15667_c0	C191H359N10O259P46R	-48
cpd15668_c0	C326H584N55O304P46R	-48
cpd15669_c0	C461H809N10O484P46R	-48
cpd15670_c0		10000000
cpd15671_c0	C20H40O7P	-1
cpd15672_c0	C20H40O7P	-1
cpd15673_c0	C17H34O7P	-1
cpd15674_c0	C18H36O7P	-1
cpd15675_c0	C18H36O7P	-1
cpd15676_c0	C19H38O7P	-1
cpd15677_c0	C37H72O8P	-1
cpd15678_c0	C37H72O8P	-1
cpd15679_c0	C31H60O8P	-1
cpd15680_c0	C33H64O8P	-1
cpd15681_c0	C33H64O8P	-1
cpd15682_c0	C35H68O8P	-1
cpd15683_c0	C46H83N3O15P2	-2
cpd15684_c0	C46H83N3O15P2	-2
cpd15685_c0	C40H71N3O15P2	-2
cpd15686_c0	C42H75N3O15P2	-2
cpd15687_c0	C42H75N3O15P2	-2
cpd15688_c0	C44H79N3O15P2	-2
cpd15689_c0	C40H76NO10P	-2
cpd15690_c0	C40H76NO10P	-2
cpd15691_c0	C34H64NO10P	-2
cpd15692_c0	C36H68NO10P	-2
cpd15693_c0	C36H68NO10P	-2
cpd15694_c0	C38H72NO10P	-2
cpd15695_c0	C39H78NO8P	0
cpd15696_c0	C39H78NO8P	0
cpd15697_c0	C33H66NO8P	0
cpd15698_c0	C35H70NO8P	0
cpd15699_c0	C35H70NO8P	0
cpd15700_c0	C37H74NO8P	0
cpd15701_c0	C37H72O5	0
cpd15702_c0	C37H72O5	0
cpd15703_c0	C31H60O5	0
cpd15704_c0	C33H64O5	0
cpd15705_c0	C33H64O5	0
cpd15706_c0	C35H68O5	0
cpd15707_c0	C53H98O20	0
cpd15708_c0	C49H90O20	0
cpd15709_c0	C57H106O20	0
cpd15710_c0	C55H102O20	0
cpd15711_c0	C55H102O20	0
cpd15712_c0	C49H90O20	0
cpd15713_c0	C51H94O20	0
cpd15714_c0	C51H94O20	0
cpd15715_c0	C53H98O20	0
cpd15716_c0	C40H78O13P2	-2
cpd15717_c0	C40H78O13P2	-2
cpd15718_c0	C34H66O13P2	-2
cpd15719_c0	C36H70O13P2	-2
cpd15720_c0	C36H70O13P2	-2
cpd15721_c0	C38H74O13P2	-2
cpd15722_c0	C40H78O10P	-1
cpd15723_c0	C40H78O10P	-1
cpd15724_c0	C34H66O10P	-1
cpd15725_c0	C36H70O10P	-1
cpd15726_c0	C36H70O10P	-1
cpd15727_c0	C38H74O10P	-1
cpd15728_c0	C47H88O15	0
cpd15729_c0	C43H80O15	0
cpd15730_c0	C51H96O15	0
cpd15731_c0	C49H92O15	0
cpd15732_c0	C49H92O15	0
cpd15733_c0	C43H80O15	0
cpd15734_c0	C45H84O15	0
cpd15735_c0	C45H84O15	0
cpd15736_c0	C47H88O15	0
cpd15737_c0	C41H78O10	0
cpd15738_c0	C37H70O10	0
cpd15739_c0	C45H86O10	0
cpd15740_c0	C43H82O10	0
cpd15741_c0	C43H82O10	0
cpd15742_c0	C37H70O10	0
cpd15743_c0	C39H74O10	0
cpd15744_c0	C39H74O10	0
cpd15745_c0	C41H78O10	0
cpd15746_c0	C119H232O135P24	-24
cpd15747_c0	C115H224O135P24	-24
cpd15748_c0	C123H240O135P24	-24
cpd15749_c0	C121H236O135P24	-24
cpd15750_c0	C121H236O135P24	-24
cpd15751_c0	C115H224O135P24	-24
cpd15752_c0	C117H228O135P24	-24
cpd15753_c0	C117H228O135P24	-24
cpd15754_c0	C119H232O135P24	-24
cpd15755_c0	C263H472O255P24	-24
cpd15756_c0	C259H464O255P24	-24
cpd15757_c0	C267H480O255P24	-24
cpd15758_c0	C265H476O255P24	-24
cpd15759_c0	C265H476O255P24	-24
cpd15760_c0	C259H464O255P24	-24
cpd15761_c0	C261H468O255P24	-24
cpd15762_c0	C261H468O255P24	-24
cpd15763_c0	C263H472O255P24	-24
cpd15764_c0	C311H544N24O255P24	-24
cpd15765_c0	C307H536N24O255P24	-24
cpd15766_c0	C315H552N24O255P24	-24
cpd15767_c0	C313H548N24O255P24	-24
cpd15768_c0	C313H548N24O255P24	-24
cpd15769_c0	C307H536N24O255P24	-24
cpd15770_c0	C309H540N24O255P24	-24
cpd15771_c0	C309H540N24O255P24	-24
cpd15772_c0	C311H544N24O255P24	-24
cpd15773_c0	C191H352N24O159P24	-24
cpd15774_c0	C187H342N24O159P24	-26
cpd15775_c0	C195H360N24O159P24	-24
cpd15776_c0	C193H356N24O159P24	-24
cpd15777_c0	C193H356N24O159P24	-24
cpd15778_c0	C187H344N24O159P24	-24
cpd15779_c0	C189H348N24O159P24	-24
cpd15780_c0	C189H349N24O159P24	-23
cpd15781_c0	C191H352N24O159P24	-24
cpd15782_c0	C44H88N2O11P	1
cpd15783_c0	C40H80N2O11P	1
cpd15784_c0	C48H96N2O11P	1
cpd15785_c0	C46H92N2O11P	1
cpd15786_c0	C46H92N2O11P	1
cpd15787_c0	C40H80N2O11P	1
cpd15788_c0	C42H84N2O11P	1
cpd15789_c0	C42H84N2O11P	1
cpd15790_c0	C44H88N2O11P	1
cpd15791_c0	C73H140O17P2	-2
cpd15792_c0	C65H124O17P2	-2
cpd15793_c0	C81H156O17P2	-2
cpd15794_c0	C77H148O17P2	-2
cpd15795_c0	C77H148O17P2	-2
cpd15796_c0	C65H124O17P2	-2
cpd15797_c0	C69H132O17P2	-2
cpd15798_c0	C69H132O17P2	-2
cpd15799_c0	C73H140O17P2	-2
cpd15800_c0		10000000
cpd15801_c0	C38H65N7O17P3S	-3
cpd15802_c0	C38H65N7O17P3S	-3
cpd15803_c0	C35H59N7O17P3S	-3
cpd15804_c0	C36H61N7O17P3S	-3
cpd15805_c0	C36H61N7O17P3S	-3
cpd15806_c0	C37H63N7O17P3S	-3
cpd15807_c0	C9H16N5O8P	-2
cpd15808_c0	C8H10O5	-2
cpd15809_c0	C3H4O6P	-3
cpd15810_c0	C5H8NO5S2	-1
cpd15811_c0	C52H85N3O14P2	-2
cpd15812_c0	C43H73O7P	-2
cpd15813_c0	C46H79NO9P	-1
cpd15814_c0	C46H80O9P	-1
cpd15815_c0	C46H79O12P2	-3
cpd15816_c0	C49H84O12P	-1
cpd15817_c0	C45H94NO7P	0
cpd15818_c0	C46H94O9P	-1
cpd15819_c0	C49H98O12P	-1
cpd15820_c0	C46H93NO9P	-1
cpd15821_c0	C15H27O8P2	-3
cpd15822_c0	C20H35O8P2	-3
cpd15823_c0	C10H19O8P2	-3
cpd15824_c0	C6H8O12P2	-4
cpd15825_c0	C7H6N2O	0
